"SAINC1 Personal Income Summary: Personal Income, Population, Per Capita Personal Income",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bureau of Economic Analysis ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
State or DC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15000,Hawaii *,1,Personal income (millions of dollars),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),788.4,923.4,1017.9,1054.8,1063.6,1113.6,1167.5,1238.2,1283.1,1424.5,1615.3,1753.7,1881,2011,2187.7,2402.3,2608.3,2830.6,3183.8,3643.2,4224.9,4584.1,5047.8,5592.6,6360.7,6919,7465.9,8084,8953.9,10042.8,11483.9,12434.1,13166.2,14443.3,15472.6,16452.5,17458.1,18618.7,20477.5,22873.6,24979.1,26432.9,28434.5,29476.5,30163.7,30864,30894.9,31907.5,32531.1,33657.5,35682,37204,38954.8,40791,43977.4,47306.3,50701.1,53423.1,56059.9,55690,57179.1,60044.6,62455.9,63316.6,66846.1,70376.2,73048,76109.6,78436.1,80726.5
15000,Hawaii *,2,Population (persons) 1/,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),499000,502000,495000,499000,504000,529000,548000,573000,605000,622000,642000,659000,684000,682000,700000,704000,710000,723000,734000,743000,762920,791580,818104,841851,858121,875052,892335,915749,928816,950050,967710,978195,993780,1012717,1027922,1039698,1051762,1067917,1079827,1094588,1113491,1136754,1158613,1172838,1187536,1196854,1203755,1211640,1215233,1210300,1213519,1225948,1239613,1251154,1273569,1292729,1309731,1315675,1332213,1346717,1363963,1379329,1394804,1408243,1414538,1422052,1427559,1424393,1420593,1415872
15000,Hawaii *,3,Per capita personal income (dollars) 2/,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),1580,1839,2056,2114,2110,2105,2130,2161,2121,2290,2516,2661,2750,2949,3125,3412,3674,3915,4338,4903,5538,5791,6170,6643,7412,7907,8367,8828,9640,10571,11867,12711,13249,14262,15052,15824,16599,17435,18964,20897,22433,23253,24542,25133,25400,25788,25665,26334,26769,27809,29404,30347,31425,32603,34531,36594,38711,40605,42080,41352,41921,43532,44778,44961,47257,49489,51170,53433,55214,57015
16000,Idaho,1,Personal income (millions of dollars),223.2,218.2,166.3,122.9,105.8,183.8,189.4,230.7,213.5,216.2,224.6,239.4,298,442,519.1,570.5,560.6,612.4,664.4,745,739.2,797.5,902.3,993.7,950.9,967.5,1020.3,1125.5,1192.5,1215.8,1286.9,1316.1,1391.9,1487.9,1523,1574.8,1793.8,1817.3,1931.8,2065.1,2391,2647.7,2894.2,3304.3,3820.5,4497.4,4866.7,5436.2,5942.3,6829.9,7469.2,8394.9,9237.6,9699.6,10599.5,11294.3,11932.8,12177.2,12724.4,13765.7,15146.9,16352.3,17190.9,18904.8,20720.8,22179.4,23842.7,25334.9,26420.1,28573.4,30346.2,32791.1,34062.2,35180.4,36402.6,39244.7,41843.2,46161.3,49123,50205.4,48477,50196.6,53082.6,56139.8,58338.3,61827.3,65683.4,68248.4,72605,77992.6,82148.4
16000,Idaho,2,Population (persons) 1/,447000,447000,454000,459000,464000,473000,481000,495000,507000,513000,521000,522000,502000,481000,499000,514000,490000,509000,522000,551000,570000,590000,589000,587000,596000,600000,618000,628000,642000,646000,657000,671000,684000,692000,683000,680000,686000,689000,688000,695000,707000,717255,738749,763229,782061,807973,831981,856979,883446,910962,932636,947983,962204,973719,981866,990841,994052,990222,984997,985661,994422,1012384,1041316,1071685,1108768,1145140,1177322,1203083,1228520,1252330,1275674,1299430,1319962,1340372,1363380,1391802,1428241,1468669,1505105,1534320,1554439,1570746,1583910,1595324,1611206,1631112,1651059,1682380,1717715,1750536,1787065
16000,Idaho,3,Per capita personal income (dollars) 2/,499,488,366,268,228,389,394,466,421,421,431,459,594,919,1040,1110,1144,1203,1273,1352,1297,1352,1532,1693,1596,1612,1651,1792,1857,1882,1959,1961,2035,2150,2230,2316,2615,2638,2808,2971,3382,3691,3918,4329,4885,5566,5850,6343,6726,7497,8009,8856,9600,9961,10795,11399,12004,12297,12918,13966,15232,16152,16509,17640,18688,19368,20252,21058,21506,22816,23788,25235,25805,26247,26700,28197,29297,31431,32638,32722,31186,31957,33514,35190,36208,37905,39783,40567,42268,44554,45968
17000,Illinois,1,Personal income (millions of dollars),7229.8,6190.9,5171.8,3783,3422.7,3949.2,4494.9,5127.6,5764.7,5130.7,5599,5990.9,7200.9,8445.1,9923.5,10842.5,11327.7,12653.1,13776.2,15540.3,14654.6,16097,17938.6,18859.6,20149.7,20293,21584.8,23564.1,24576,24822.7,26350.3,27209.6,28282.1,29885.2,31095.6,33241.2,36068.1,39098.5,41606.1,44581.8,48484.5,51524.3,55317.4,60029.9,66967.7,73216.4,79866.3,86832.3,95459.7,105341.7,115569.5,125211,138877,147011.7,153020,168717.1,177209.8,186405.5,197183,212642.7,226917.2,240801.3,245871.9,265737,275362.6,290054.7,307809.3,327552.9,346339.1,367350.2,383422.7,412423.1,427473.3,432412,439954.7,457435.4,476560.1,508470.3,538060.1,551531,525210.7,540492.6,567967.5,593239.1,607671.4,637280,665490.1,672019.9,693273.7,727064.1,744640.7
17000,Illinois,2,Population (persons) 1/,7606000,7644000,7687000,7736000,7768000,7772000,7797000,7840000,7857000,7866000,7890000,7905000,7995000,8054000,7765000,7718000,7612000,8164000,8344000,8552000,8670000,8738000,8790000,8956000,9065000,9252000,9435000,9530000,9668000,9886000,9986000,10086000,10130000,10280000,10402000,10580000,10693000,10836000,10947000,10995000,11039000,11124681,11205816,11258111,11260248,11273745,11306351,11360274,11406312,11434421,11422782,11434702,11443461,11423413,11408817,11412128,11399803,11387256,11391176,11390186,11409782,11453316,11568964,11694184,11809579,11912585,12008437,12101997,12185715,12271847,12359020,12434161,12488445,12525556,12556006,12589773,12609903,12643955,12695866,12747038,12796778,12840503,12867454,12882510,12895129,12884493,12858913,12820527,12778828,12723071,12671821
17000,Illinois,3,Per capita personal income (dollars) 2/,951,810,673,489,441,508,576,654,734,652,710,758,901,1049,1278,1405,1488,1550,1651,1817,1690,1842,2041,2106,2223,2193,2288,2473,2542,2511,2639,2698,2792,2907,2989,3142,3373,3608,3801,4055,4392,4632,4936,5332,5947,6494,7064,7644,8369,9213,10117,10950,12136,12869,13412,14784,15545,16370,17310,18669,19888,21025,21253,22724,23317,24349,25633,27066,28422,29934,31024,33169,34230,34522,35039,36334,37793,40214,42381,43267,41042,42093,44140,46050,47124,49461,51753,52417,54252,57145,58764
18000,Indiana,1,Personal income (millions of dollars),1950.4,1660.6,1415.9,1012,971,1186.3,1397.6,1610.8,1842.5,1598.2,1764.1,1896.5,2527.6,3229.8,3961.4,4151.9,4329.2,4485.2,4972.3,5615.7,5372.2,6049.3,7042.7,7409.1,8162.9,7716.8,8323.8,8965.1,9265.6,9272.1,9874.6,10390.3,10707.1,11464.2,12042.8,12816.9,14162.1,15287.6,16017.2,17412.5,19238.3,20028.7,21793.7,23846.5,27368.4,29274.3,31607.5,35131.6,38900.9,43398.4,47805.7,51418.7,56407,58429.3,61276.5,68009.3,71812.8,75637.2,80257.5,85926.1,93580.9,98748.8,101775.1,110147.9,116112.4,123384.2,129005.6,136363.5,143496.3,154850.9,161356.5,171989.7,175850.8,178418.2,182652.3,191298.3,197696.8,209427.5,216814.3,226332.7,220274.8,230109.2,245346.4,257149.5,260424.4,270985.7,281848.5,289731.4,301238.3,316836.5,327712.5
18000,Indiana,2,Population (persons) 1/,3226000,3242000,3257000,3281000,3304000,3319000,3332000,3348000,3374000,3386000,3403000,3433000,3481000,3516000,3444000,3435000,3423000,3703000,3779000,3877000,3958000,3967000,4096000,4148000,4182000,4264000,4363000,4458000,4529000,4583000,4613000,4674000,4730000,4736000,4799000,4856000,4922000,4999000,5053000,5093000,5143000,5203700,5249921,5296129,5329122,5349886,5351080,5371552,5405075,5446403,5474909,5490721,5480440,5467918,5450396,5458322,5459214,5454103,5473023,5491733,5523679,5557798,5616388,5674547,5739019,5793526,5851459,5906013,5955267,5998880,6044969,6091866,6127760,6155967,6196638,6233007,6278616,6332669,6379599,6424806,6459325,6490432,6516528,6537703,6568713,6593644,6608422,6634304,6658078,6695497,6732219
18000,Indiana,3,Per capita personal income (dollars) 2/,605,512,435,308,294,357,419,481,546,472,518,552,726,919,1150,1209,1265,1211,1316,1448,1357,1525,1719,1786,1952,1810,1908,2011,2046,2023,2141,2223,2264,2421,2509,2639,2877,3058,3170,3419,3741,3849,4151,4503,5136,5472,5907,6540,7197,7968,8732,9365,10292,10686,11243,12460,13154,13868,14664,15646,16942,17768,18121,19411,20232,21297,22047,23089,24096,25813,26693,28233,28697,28983,29476,30691,31487,33071,33986,35228,34102,35454,37650,39333,39646,41098,42650,43672,45244,47321,48678
19000,Iowa,1,Personal income (millions of dollars),1404,1239.1,983.4,728.9,629.6,680.8,1054.6,981.2,1282.6,1124,1180.3,1253.6,1502.5,2022.5,2387.3,2303.5,2521.5,3053.2,3039.2,4122.7,3510.7,4039.1,4311.3,4576.2,4406.3,4765.6,4542.5,4821,5347.6,5463.3,5602.3,5745.1,6083.8,6344.5,6744.2,7059.4,7818.4,8513.1,8671.5,9347.1,10374,11095,11641.6,13040.1,15654.8,16225,18133.7,19280.3,21275.3,24537.2,26298.4,27993.7,31681,32544.4,33149.5,36944.1,38216.3,39480.3,41377.4,42759.8,46555,49023.1,50144.7,53791.9,54052.6,58946.2,61328.6,66840.9,69956.1,73327.4,75330.9,80442.4,82725.1,84646.8,86452,93511.3,96563.6,102580.1,109889.6,116255.8,112628,116247.4,125560.5,131984.2,134463.5,139303.3,144493.6,145756.4,149732.3,157980.9,163638.6
19000,Iowa,2,Population (persons) 1/,2460000,2475000,2482000,2489000,2495000,2510000,2524000,2509000,2498000,2494000,2520000,2537000,2491000,2441000,2332000,2294000,2301000,2467000,2509000,2543000,2578000,2625000,2617000,2626000,2629000,2626000,2679000,2703000,2716000,2708000,2729000,2756000,2756000,2750000,2747000,2746000,2742000,2762000,2793000,2803000,2805000,2828534,2851828,2860506,2864031,2867941,2881425,2903770,2914308,2919008,2916803,2914018,2907985,2888190,2870547,2858615,2829684,2791969,2767006,2768393,2770590,2781018,2797613,2818401,2836972,2850746,2867373,2880000,2891119,2902872,2917634,2929067,2931997,2934234,2941999,2953635,2964454,2982644,2999212,3016734,3032870,3050745,3066336,3076190,3092997,3109350,3120960,3131371,3141550,3148618,3155070
19000,Iowa,3,Per capita personal income (dollars) 2/,571,501,396,293,252,271,418,391,513,451,468,494,603,829,1024,1004,1096,1238,1211,1621,1362,1539,1647,1743,1676,1815,1696,1784,1969,2017,2053,2085,2207,2307,2455,2571,2851,3082,3105,3335,3698,3923,4082,4559,5466,5657,6293,6640,7300,8406,9016,9607,10894,11268,11548,12924,13505,14141,14954,15446,16803,17628,17924,19086,19053,20677,21388,23209,24197,25260,25819,27463,28215,28848,29385,31660,32574,34392,36640,38537,37136,38105,40948,42905,43474,44801,46298,46547,47662,50175,51865
20000,Kansas,1,Personal income (millions of dollars),982.6,866.3,741.6,502.8,470.6,537.6,674.3,722.6,792.9,705.8,697.1,759.8,983.1,1521.8,1913.6,2083.8,2027.5,2058.7,2413.5,2554.7,2530.1,2838.3,3162.4,3684.6,3547.6,3755.2,3768.4,3964.2,4184.7,4593.4,4642.2,4827.1,5039.4,5244,5364.4,5649.7,6024,6452.3,6755.7,7360.3,8194.8,8892.7,9654.2,10763.3,12266.3,13262,14487.6,15746.2,17182.1,19014.3,21715,23869.2,27049.2,29326.8,30539.5,33517.6,35255.4,36958.6,38647.9,40703.6,43110.2,45751.2,47309.6,50940.2,53311.9,55736.3,58129.3,61934.2,65771.1,69809.1,72144.4,76079.4,78574.4,79239.8,81485.8,83847.1,88707.3,97937.9,105257.1,114543.3,110724.2,113077.3,122562,130182,132978.6,135975.9,137721.2,137945.1,142185.7,149239,155647.6
20000,Kansas,2,Population (persons) 1/,1867000,1883000,1881000,1883000,1877000,1868000,1872000,1869000,1856000,1842000,1824000,1788000,1767000,1769000,1802000,1763000,1719000,1803000,1851000,1892000,1925000,1916000,1950000,1977000,1994000,2042000,2093000,2119000,2128000,2142000,2160000,2183000,2215000,2231000,2217000,2209000,2206000,2200000,2197000,2216000,2236000,2247823,2246132,2255525,2264369,2267881,2278621,2298645,2317836,2332815,2347370,2369039,2384853,2401207,2415529,2424088,2427401,2432614,2445367,2461995,2472838,2481349,2498722,2532394,2556547,2580513,2601007,2614554,2635292,2660598,2678338,2693681,2702162,2713535,2723004,2734373,2745299,2762931,2783785,2808076,2832704,2858190,2869225,2885257,2893212,2900475,2909011,2910844,2908718,2911359,2913314
20000,Kansas,3,Per capita personal income (dollars) 2/,526,460,394,267,251,288,360,387,427,383,382,425,556,860,1062,1182,1179,1142,1304,1350,1314,1481,1622,1864,1779,1839,1800,1871,1966,2144,2149,2211,2275,2351,2420,2558,2731,2933,3075,3321,3665,3956,4298,4772,5417,5848,6358,6850,7413,8151,9251,10075,11342,12213,12643,13827,14524,15193,15805,16533,17433,18438,18934,20115,20853,21599,22349,23688,24958,26238,26936,28244,29078,29202,29925,30664,32312,35447,37811,40791,39088,39563,42716,45120,45962,46881,47343,47390,48883,51261,53426
21000,Kentucky,1,Personal income (millions of dollars),1010.8,844.7,760.9,558.2,549.9,630.7,726.4,810.9,943,828.2,860.9,919.3,1142,1548,1928.7,2035.5,2121.4,2302.8,2438,2819.3,2679.5,2931.5,3445.5,3666.3,3852.6,3803.4,3981,4206.9,4416.1,4623.2,4862.6,5022,5346,5677.8,5967.9,6225.5,6749.6,7379.4,7987.6,8731.4,9711.7,10534.8,11466.1,12679.8,14252.5,16052.2,17479.2,19544.4,21933.9,24444,27454.7,29871.6,33237.7,35402,36755,41062,42815.5,44019,46497.3,50573.3,54363.7,57673.4,60843.2,65547.3,68128.2,71608.3,75054.4,79620.5,84542.1,89546.1,93441.3,100796.5,104181.5,106570.5,109617.3,116046.7,121757.8,128867.4,134575.8,140523.4,138823.4,144103.3,151299.9,156827.6,158218.4,165914.7,173495.8,176435.1,182116,188876.8,195548.8
21000,Kentucky,2,Population (persons) 1/,2606000,2623000,2652000,2676000,2698000,2722000,2748000,2768000,2784000,2800000,2825000,2859000,2851000,2809000,2690000,2616000,2604000,2757000,2802000,2817000,2849000,2936000,2941000,2920000,2903000,2902000,2910000,2898000,2928000,2961000,2999000,3041000,3054000,3079000,3096000,3129000,3140000,3147000,3172000,3195000,3198000,3230587,3298262,3336106,3371573,3417039,3468755,3530443,3575001,3611382,3643655,3664221,3670395,3683449,3694469,3695459,3694816,3687805,3683330,3680002,3677318,3694048,3722328,3765469,3812206,3849088,3887427,3919535,3952747,3985390,4018053,4049021,4068132,4089875,4117170,4146101,4182742,4219239,4256672,4289878,4317074,4348181,4369821,4386346,4404659,4414349,4425976,4438182,4452268,4461153,4467673
21000,Kentucky,3,Per capita personal income (dollars) 2/,388,322,287,209,204,232,264,293,339,296,305,322,401,551,717,778,815,835,870,1001,940,998,1172,1256,1327,1311,1368,1452,1508,1561,1621,1651,1750,1844,1928,1990,2150,2345,2518,2733,3037,3261,3476,3801,4227,4698,5039,5536,6135,6769,7535,8152,9056,9611,9949,11111,11588,11936,12624,13743,14784,15613,16345,17407,17871,18604,19307,20314,21388,22469,23255,24894,25609,26057,26624,27989,29110,30543,31615,32757,32157,33141,34624,35754,35921,37585,39199,39754,40904,42338,43770
22000,Louisiana,1,Personal income (millions of dollars),852.8,743.1,670,513.1,491.7,579.8,644.1,737.5,795.3,793.9,838.6,864.6,1162.5,1567.9,2075.7,2221,2190.5,2146.8,2294.1,2656.4,2849.8,3053.3,3416.7,3721.2,3937,3933.7,4181.6,4644.1,5139.8,5266.4,5503.4,5591.2,5818.6,6157.8,6563.6,7016.3,7601.8,8410.3,9225.3,10105.6,10765.9,11663,12715.2,13912.1,15528.5,17651.8,19875.1,22415.5,25031.4,28630.8,32478,37368.8,43084.4,46379.7,48422.5,51504.5,53629.7,53695.1,53932.1,56881.2,60326.1,64880.9,68408.3,73264,76872.7,81905.8,85953.3,89776.9,94400.6,98944,101397.1,107072.5,114459,117698.5,121132,126295.6,135921.3,143643.3,157374.3,168070,163751.6,171098.2,177105.1,186589.4,189197.1,198233.9,200110.3,198952,205188,215308.7,220629.7
22000,Louisiana,2,Population (persons) 1/,2086000,2105000,2124000,2155000,2178000,2202000,2228000,2246000,2257000,2285000,2334000,2370000,2500000,2541000,2560000,2479000,2413000,2540000,2579000,2596000,2634000,2697000,2769000,2842000,2866000,2883000,2946000,3032000,3115000,3155000,3208000,3260000,3287000,3345000,3377000,3446000,3496000,3550000,3581000,3603000,3619000,3650209,3710666,3761967,3788840,3820720,3886963,3951636,4015582,4073288,4139316,4223101,4283297,4352609,4395311,4400474,4408113,4406922,4344151,4288859,4252896,4221532,4253279,4293003,4316428,4347481,4378779,4398877,4421071,4440344,4460811,4471885,4477875,4497267,4521042,4552238,4576628,4302665,4375581,4435586,4491648,4544532,4575625,4600972,4624527,4644013,4664628,4678135,4670560,4659690,4648794
22000,Louisiana,3,Per capita personal income (dollars) 2/,409,353,315,238,226,263,289,328,352,347,359,365,465,617,811,896,908,845,890,1023,1082,1132,1234,1309,1374,1364,1419,1532,1650,1669,1716,1715,1770,1841,1944,2036,2174,2369,2576,2805,2975,3195,3427,3698,4098,4620,5113,5672,6234,7029,7846,8849,10059,10656,11017,11704,12166,12184,12415,13263,14185,15369,16084,17066,17809,18840,19630,20409,21352,22283,22731,23943,25561,26171,26793,27744,29699,33385,35966,37891,36457,37649,38706,40554,40912,42686,42900,42528,43932,46207,47460
23000,Maine,1,Personal income (millions of dollars),477.9,458.9,397.3,309.9,306.6,346.9,363.7,427.6,432.5,401.3,422.7,452,546.4,731.3,907.5,903.7,882.6,958.3,1009.1,1114.6,1096.4,1124.6,1245.9,1363.5,1373.8,1397.8,1535.9,1625.8,1690.8,1761.3,1841,1952.4,1977.4,2054.4,2122.2,2292.7,2474.3,2629.8,2760.7,2940,3236,3557.1,3822.7,4187.7,4706.7,5229.3,5652.3,6447,7007.6,7740.5,8589.9,9653.5,10651.6,11581,12473,13786.7,14893.3,16123.2,17490.9,19277.2,21011.3,21870.4,22249.7,23324.8,24094.9,25085.7,26179.3,27653.1,29169.5,31218.4,32800.7,35226.3,37137.5,38414.1,40289.3,42373.9,43448.5,45683.5,47356.7,49300.6,49267.6,50330.5,52424.4,53490,53346.3,55650,57941.8,59685.4,62145.8,65335.2,68062.4
23000,Maine,2,Population (persons) 1/,797000,800000,807000,815000,821000,829000,836000,840000,842000,843000,846000,849000,852000,838000,806000,805000,802000,835000,854000,878000,903000,917000,916000,915000,913000,927000,934000,938000,943000,944000,957000,975000,995000,994000,993000,993000,997000,999000,1004000,994000,992000,996784,1015677,1034817,1046420,1060050,1073280,1089960,1105369,1115457,1124927,1126860,1133033,1136683,1144772,1155634,1162935,1170126,1184577,1203840,1219961,1231719,1237081,1238508,1242302,1242662,1243480,1249060,1254774,1259127,1266808,1277072,1285692,1295960,1306513,1313688,1318787,1323619,1327040,1330509,1329590,1327629,1328284,1327729,1328009,1330513,1328262,1331317,1334612,1339057,1344212
23000,Maine,3,Per capita personal income (dollars) 2/,600,574,492,380,373,418,435,509,514,476,500,532,641,873,1126,1123,1101,1148,1182,1270,1214,1226,1360,1490,1505,1508,1644,1733,1793,1866,1924,2002,1987,2067,2137,2309,2482,2632,2750,2958,3262,3569,3764,4047,4498,4933,5266,5915,6340,6939,7636,8567,9401,10188,10896,11930,12807,13779,14766,16013,17223,17756,17986,18833,19395,20187,21053,22139,23247,24794,25892,27584,28885,29641,30837,32256,32946,34514,35686,37054,37055,37910,39468,40287,40170,41826,43622,44832,46565,48792,50634
24000,Maryland,1,Personal income (millions of dollars),1257,1179.3,1071.1,876,804.1,908.9,965.2,1093.6,1183,1136.7,1207.3,1329,1717,2327.8,2777.8,2930.1,2895.6,3011.5,3124.3,3515.5,3587.9,4009,4625.5,5098.2,5428.8,5455.8,5871.9,6412.7,6830.5,6968.9,7363.9,7738.8,8233.9,8896.9,9531.6,10386.4,11316.9,12477.2,13580.2,14999.8,17235.9,19167.2,21125.8,23176.4,25560.5,27902.8,30204.1,32906.9,35675.8,39617.2,43545.5,48503.3,54043,58610.6,62787.4,69664.9,75502.9,81544.5,88007.6,96739.7,104600.7,110894,114898.7,120637.4,125486.1,131410.4,137245.4,143742.3,151791.5,163868,174048,189505.4,199706.8,207659.1,217235,232208.4,245174.2,258473.5,269020.9,280998.1,279384.2,289469.9,306179.6,315230.9,314267.3,325837,341389.9,354260.6,365997.5,378491.5,390792.5
24000,Maryland,2,Population (persons) 1/,1621000,1636000,1657000,1678000,1694000,1710000,1729000,1745000,1754000,1766000,1793000,1839000,1917000,2012000,2097000,2156000,2146000,2227000,2256000,2271000,2329000,2355000,2441000,2500000,2567000,2685000,2742000,2811000,2873000,2982000,3066000,3113000,3176000,3263000,3386000,3492000,3600000,3695000,3757000,3815000,3868000,3938051,4022507,4081121,4109038,4133341,4157208,4172132,4194639,4211641,4223398,4227643,4261905,4282923,4313329,4365246,4413072,4486956,4565558,4657903,4727303,4799770,4867641,4923368,4971889,5023060,5070033,5111986,5157328,5204464,5254509,5311034,5374691,5440389,5496269,5546935,5592379,5627367,5653408,5684965,5730388,5788645,5839419,5886992,5923188,5957283,5985562,6003323,6023868,6035802,6045680
24000,Maryland,3,Per capita personal income (dollars) 2/,775,721,646,522,475,532,558,627,674,644,673,723,896,1157,1325,1359,1349,1352,1385,1548,1541,1702,1895,2039,2115,2032,2141,2281,2377,2337,2402,2486,2593,2727,2815,2974,3144,3377,3615,3932,4456,4867,5252,5679,6221,6751,7265,7887,8505,9407,10311,11473,12680,13685,14557,15959,17109,18174,19276,20769,22127,23104,23605,24503,25239,26161,27070,28119,29432,31486,33124,35681,37157,38170,39524,41862,43841,45932,47586,49428,48755,50007,52433,53547,53057,54696,57036,59011,60758,62708,64640
25000,Massachusetts,1,Personal income (millions of dollars),3853.4,3578.6,3254.4,2648.8,2430.4,2658.8,2835.6,3155.6,3235.7,2980.1,3197.2,3422.4,4053.7,4831.7,5544,5801.1,5957.5,6452.2,6688.5,7159.4,7102.5,7896.4,8642.8,9041.1,9582.9,9688.1,10329.2,10959.6,11582.9,11835.9,12630.4,13147.2,13813.8,14596.6,15203.4,16233.1,17319.7,18650.1,20260.5,22126.5,24041.9,25961.4,27742,29977.9,32574.1,35182.2,37801.8,40688.8,44297.9,48938.7,54481.4,61388.7,68493.4,75098.5,81445.9,91928.3,99341.6,107146.5,116044.3,127722.9,135208.9,139232.6,141351.8,148477.6,154367.4,162175.2,171742,182580.4,194130.7,206428.2,220405,245253.2,255085.1,254408.8,259978.8,273462.5,285642.5,307519.3,323111.3,335841.4,332020.6,348423.3,365742.7,382009.4,385192,405505.9,432237.4,448480.5,469500.7,494177.3,511333.7
25000,Massachusetts,2,Population (persons) 1/,4229000,4250000,4248000,4259000,4282000,4305000,4343000,4355000,4358000,4365000,4347000,4318000,4400000,4386000,4277000,4361000,4310000,4536000,4589000,4674000,4741000,4686000,4654000,4650000,4806000,4910000,4882000,4891000,4929000,5010000,5117000,5160000,5219000,5263000,5344000,5448000,5502000,5535000,5594000,5618000,5650000,5703706,5738589,5762122,5783809,5776992,5762138,5748868,5744097,5742923,5746188,5746075,5768685,5771222,5799405,5840774,5880734,5902677,5935205,5979983,6015478,6022639,6018470,6028709,6060569,6095241,6141445,6179756,6226058,6271838,6317345,6361104,6397634,6417206,6422565,6412281,6403290,6410084,6431559,6468967,6517613,6566307,6613583,6663005,6713315,6762596,6794228,6823608,6859789,6882635,6892503
25000,Massachusetts,3,Per capita personal income (dollars) 2/,911,842,766,622,568,618,653,725,742,683,736,793,921,1102,1296,1330,1382,1422,1458,1532,1498,1685,1857,1944,1994,1973,2116,2241,2350,2362,2468,2548,2647,2773,2845,2980,3148,3369,3622,3938,4255,4552,4834,5203,5632,6090,6560,7078,7712,8522,9481,10684,11873,13013,14044,15739,16893,18152,19552,21358,22477,23118,23486,24628,25471,26607,27964,29545,31180,32914,34889,38555,39872,39645,40479,42647,44609,47974,50238,51916,50942,53062,55302,57333,57377,59963,63618,65725,68442,71801,74187
26000,Michigan,1,Personal income (millions of dollars),3796.8,3178.9,2593.3,1885.8,1661.4,2179.6,2571.8,3035.3,3415.4,2904.5,3239.9,3632.4,4560.3,5875.4,7401.3,7659.1,7335.4,7861.8,8951.9,9697.7,9642.4,11002.6,12319.1,13190.5,14991.5,14618.4,16236,16948.9,17440.9,17119.5,18126,18884,18957,20319.3,21691.5,23774.2,26375.2,28764.1,29991.8,33160.6,36067.9,37361.7,40644,45132,50382.9,53913.2,57745.1,64457.8,72465.6,80772.9,88478.7,94684.4,101254.2,104816.5,111577.2,123177.2,133599.1,142047.6,147561.4,157523.2,169629.3,177393.2,181414.2,192235.1,202432.5,217745.4,230305.9,242218.5,254938.9,270151.5,283993.8,302644.2,307686.9,307192.5,314558.6,323431.8,330450.5,338507.7,347961.9,355102.7,336954.5,349577.7,370676.1,386568.4,390199.7,408617.5,431805.5,444166.8,458247.1,477009.6,491631.8
26000,Michigan,2,Population (persons) 1/,4795000,4834000,4798000,4780000,4780000,4798000,4838000,4889000,4968000,5056000,5156000,5315000,5468000,5552000,5396000,5459000,5468000,5874000,6075000,6213000,6332000,6407000,6497000,6650000,6822000,7066000,7285000,7467000,7569000,7667000,7767000,7834000,7893000,7933000,8058000,8187000,8357000,8512000,8630000,8696000,8781000,8896558,8971835,9024681,9071764,9109374,9107840,9117481,9157247,9201953,9248814,9255553,9209287,9115196,9047764,9049454,9076287,9127774,9187484,9218002,9253298,9311319,9400446,9479065,9540114,9597737,9676211,9758645,9809051,9847942,9897116,9952450,9991120,10015710,10041152,10055315,10051137,10036081,10001284,9946889,9901591,9877510,9882412,9897145,9913065,9929848,9931715,9950571,9973114,9984072,9986857
26000,Michigan,3,Per capita personal income (dollars) 2/,792,658,540,395,348,454,532,621,687,574,628,683,834,1058,1372,1403,1342,1338,1474,1561,1523,1717,1896,1984,2198,2069,2229,2270,2304,2233,2334,2411,2402,2561,2692,2904,3156,3379,3475,3813,4107,4200,4530,5001,5554,5918,6340,7070,7913,8778,9566,10230,10995,11499,12332,13612,14720,15562,16061,17089,18332,19051,19298,20280,21219,22687,23801,24821,25990,27432,28695,30409,30796,30671,31327,32165,32877,33729,34792,35700,34030,35391,37509,39059,39362,41150,43477,44637,45948,47777,49228
