,GeoFips,GeoName,LineCode,Description,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
20,9000,Connecticut,3,Per capita personal income (dollars) 2/,1029,927,807,627,591,661,715,815,870,779,847,931,1159,1440,1621,1622,1592,1600,1721,1742,1682,1918.0,2191.0,2336.0,2431.0,2389.0,2516.0,2730.0,2859.0,2673.0,2769.0,2860.0,2978.0,3108.0,3187.0,3336.0,3514.0,3797.0,4118.0,4328.0,4898.0,5158.0,5394.0,5800.0,6319.0,6879.0,7367.0,7951.0,8752.0,9720.0,10908.0,12365.0,13821.0,14878.0,15798.0,17572.0,18743.0,20024.0,21693.0,23738.0,25659.0,26394.0,26588.0,28560.0,29417.0,30188.0,31780.0,33191.0,35228.0,37835.0,39693.0,43102.0,45223.0,44914.0,45254.0,47557.0,50035.0,53945.0,57861.0,61165.0,59973.0,62090.0,63799.0,64914.0,63556.0,66490.0,68368.0,69919.0,71740.0,74855.0,77289.0
21,10000,Delaware,1,Personal income (millions of dollars),243.4,205.1,187.7,144.9,140.4,161.8,177.9,220.5,242.7,205.9,238.6,279.2,325.4,368.6,419,437.2,443.9,473.7,513,523.9,570,668.2,717.7,770.1,825.0,857.0,988.9,1141.3,1149.0,1181.0,1231.6,1290.1,1331.2,1413.5,1516.7,1641.2,1805.7,1902.6,2030.6,2215.2,2441.2,2599.9,2844.1,3124.9,3462.3,3747.1,4029.2,4404.0,4741.1,5201.6,5716.9,6430.5,7094.1,7634.1,8131.6,8972.5,9733.8,10356.8,11194.2,12256.4,13630.7,14367.1,15196.3,15854.3,16466.8,17165.3,18172.0,19433.9,20342.3,22502.3,24170.2,26663.8,29402.4,30386.8,31094.6,32376.7,33303.1,35265.5,36340.6,35993.2,36284.2,36725.7,39825.6,40338.4,40949.5,42888.3,45196.4,46341.8,48604.3,51103.1,53055.3
22,10000,Delaware,2,Population (persons) 1/,236000,239000,242000,245000,248000,250000,252000,253000,254000,257000,263000,269000,276000,281000,281000,286000,286000,300000,306000,312000,316000,321000.0,331000.0,341000.0,351000.0,368000.0,389000.0,408000.0,426000.0,433000.0,441000.0,449000.0,461000.0,469000.0,483000.0,497000.0,507000.0,516000.0,525000.0,534000.0,540000.0,550332.0,565207.0,573821.0,579078.0,583150.0,588756.0,592755.0,594821.0,598188.0,598830.0,594919.0,595974.0,599148.0,605459.0,611565.0,618279.0,627559.0,636946.0,647621.0,658274.0,669567.0,683080.0,694925.0,706378.0,717545.0,729734.0,740977.0,751487.0,763335.0,774990.0,786373.0,795699.0,806169.0,818003.0,830803.0,845150.0,859268.0,871749.0,883874.0,891730.0,899593.0,907381.0,915179.0,923576.0,932487.0,941252.0,948921.0,956823.0,965479.0,973764.0
23,10000,Delaware,3,Per capita personal income (dollars) 2/,1031,858,776,591,566,647,706,872,955,801,907,1038,1179,1312,1491,1529,1552,1579,1677,1679,1804,2082.0,2168.0,2258.0,2350.0,2329.0,2542.0,2797.0,2697.0,2728.0,2793.0,2873.0,2888.0,3014.0,3140.0,3302.0,3561.0,3687.0,3868.0,4148.0,4521.0,4724.0,5032.0,5446.0,5979.0,6426.0,6844.0,7430.0,7971.0,8696.0,9547.0,10809.0,11903.0,12742.0,13431.0,14671.0,15743.0,16503.0,17575.0,18925.0,20707.0,21457.0,22247.0,22814.0,23312.0,23922.0,24902.0,26227.0,27069.0,29479.0,31188.0,33907.0,36952.0,37693.0,38013.0,38970.0,39405.0,41041.0,41687.0,40722.0,40690.0,40825.0,43891.0,44077.0,44338.0,45993.0,48017.0,48836.0,50798.0,52930.0,54485.0
24,11000,District of Columbia,1,Personal income (millions of dollars),639.3,641.4,631.7,567.9,500.2,547.2,626.8,719,745.7,728.4,766.2,842.4,971.3,1247,1447.6,1439.3,1516.9,1630.7,1639.5,1780.6,1844.8,1956.5,2058.2,2167.7,2105.1,2073.5,2058.8,2155.8,2242.3,2291.8,2363.4,2390.4,2517.4,2709.2,2876.7,3054.2,3290.8,3436.4,3682.0,3865.3,3763.5,4174.4,4647.0,5043.5,5316.1,5768.7,6274.7,6648.1,7137.5,7604.4,8003.0,8447.4,9094.1,9694.1,10192.7,11126.3,11781.5,12399.3,13078.7,14309.8,15152.5,15818.1,16536.8,17369.3,18066.7,18484.6,18621.1,19387.3,20290.5,21533.7,22559.3,24794.5,25677.5,25869.8,26177.8,28501.7,30163.9,32001.1,34480.2,35462.3,35798.8,38481.5,41786.3,43426.9,44189.2,47259.7,50963.6,53375.8,55051.1,56995.8,58864.0
25,11000,District of Columbia,2,Population (persons) 1/,483000,488000,504000,513000,529000,568000,608000,629000,616000,638000,658000,690000,764000,846000,888000,862000,865000,893000,873000,840000,807000,806000.0,808000.0,805000.0,810000.0,791000.0,785000.0,759000.0,763000.0,757000.0,761000.0,765000.0,778000.0,788000.0,798000.0,798000.0,797000.0,791000.0,791000.0,778000.0,762000.0,755087.0,750641.0,743775.0,733674.0,720755.0,710308.0,696305.0,681768.0,670046.0,655616.0,638284.0,636893.0,634174.0,632433.0,633382.0,634549.0,638269.0,636930.0,630432.0,624168.0,605321.0,600870.0,597565.0,595301.0,589239.0,580517.0,572377.0,567736.0,565230.0,570213.0,572046.0,574504.0,573158.0,568502.0,567754.0,567136.0,570681.0,574404.0,580236.0,592228.0,605226.0,619800.0,634924.0,650581.0,662328.0,675400.0,685815.0,694906.0,701547.0,705749.0
26,11000,District of Columbia,3,Per capita personal income (dollars) 2/,1324,1314,1253,1107,945,963,1031,1143,1211,1142,1164,1221,1271,1474,1630,1670,1754,1826,1878,2120,2286,2427.0,2547.0,2693.0,2599.0,2621.0,2623.0,2840.0,2939.0,3027.0,3106.0,3125.0,3236.0,3438.0,3605.0,3827.0,4129.0,4344.0,4655.0,4968.0,4939.0,5528.0,6191.0,6781.0,7246.0,8004.0,8834.0,9548.0,10469.0,11349.0,12207.0,13235.0,14279.0,15286.0,16117.0,17566.0,18567.0,19426.0,20534.0,22698.0,24276.0,26132.0,27521.0,29067.0,30349.0,31370.0,32077.0,33872.0,35739.0,38097.0,39563.0,43344.0,44695.0,45136.0,46047.0,50201.0,53186.0,56075.0,60028.0,61117.0,60448.0,63582.0,67419.0,68397.0,67923.0,71354.0,75457.0,77828.0,79221.0,81243.0,83406.0
27,12000,Florida,1,Personal income (millions of dollars),749.9,688,592.6,482.4,448.4,551.8,610.4,748.6,838.9,825,920.9,1017.7,1285.6,1832.7,2639.7,2934.7,3054.8,2967.4,3034.8,3197.7,3324.5,3795.2,4292.7,4857.7,5416.5,5707.6,6529.9,7566.1,8374.5,9106.1,10053.2,10531.6,11165.4,12055.9,12938.9,14155.4,15473.4,16975.6,18771.7,21580.6,25004.9,28276.2,31756.4,36550.0,42578.3,47883.1,52167.9,57012.4,63844.3,73633.3,84660.2,99826.8,115731.2,125053.4,138093.1,153887.6,168327.4,182124.0,197185.2,216604.8,241142.9,257571.4,268375.2,284266.0,301392.6,317674.9,341583.5,363906.8,385402.0,415875.5,436186.1,472238.6,496337.2,512812.5,539102.8,586785.0,642506.7,698476.0,727404.7,727138.5,682891.7,725074.0,764633.7,793428.8,795425.0,856161.8,914928.4,949718.0,1016819.0,1082702.2,1125984.0
28,12000,Florida,2,Population (persons) 1/,1445000,1471000,1493000,1521000,1552000,1585000,1613000,1651000,1709000,1771000,1836000,1915000,2028000,2190000,2497000,2542000,2515000,2473000,2539000,2578000,2668000,2810000.0,2980000.0,3157000.0,3310000.0,3505000.0,3747000.0,4047000.0,4372000.0,4630000.0,4808000.0,5004000.0,5243000.0,5458000.0,5628000.0,5781000.0,5954000.0,6104000.0,6242000.0,6433000.0,6641000.0,6845353.0,7163026.0,7520324.0,7927099.0,8317034.0,8541660.0,8695356.0,8888958.0,9131554.0,9470585.0,9839835.0,10192775.0,10471405.0,10749849.0,11039925.0,11351120.0,11667503.0,11997282.0,12306400.0,12637718.0,13033307.0,13369798.0,13650553.0,13927185.0,14239444.0,14537875.0,14853360.0,15186304.0,15486559.0,15759421.0,16047515.0,16356966.0,16689370.0,17004085.0,17415318.0,17842038.0,18166990.0,18367842.0,18527305.0,18652644.0,18845537.0,19053237.0,19297822.0,19545621.0,19845911.0,20209042.0,20613477.0,20963613.0,21244317.0,21477737.0
29,12000,Florida,3,Per capita personal income (dollars) 2/,519,468,397,317,289,348,378,453,491,466,502,531,634,837,1057,1154,1215,1200,1195,1240,1246,1351.0,1440.0,1539.0,1636.0,1628.0,1743.0,1870.0,1915.0,1967.0,2091.0,2105.0,2130.0,2209.0,2299.0,2449.0,2599.0,2781.0,3007.0,3355.0,3765.0,4131.0,4433.0,4860.0,5371.0,5757.0,6107.0,6557.0,7182.0,8064.0,8939.0,10145.0,11354.0,11942.0,12846.0,13939.0,14829.0,15610.0,16436.0,17601.0,19081.0,19763.0,20073.0,20825.0,21641.0,22310.0,23496.0,24500.0,25378.0,26854.0,27678.0,29428.0,30344.0,30727.0,31704.0,33694.0,36011.0,38448.0,39602.0,39247.0,36611.0,38475.0,40131.0,41115.0,40696.0,43140.0,45273.0,46073.0,48504.0,50964.0,52426.0
30,13000,Georgia,1,Personal income (millions of dollars),995.6,881.8,741.9,578.8,595.6,715.2,789.8,893.7,948.2,891.6,961.3,1053.4,1376.6,1904.8,2431.1,2693,2775.9,2791.3,2929.8,3250.2,3269.3,3760.2,4380.0,4738.1,4869.7,4866.2,5362.8,5743.2,5951.1,6203.9,6610.9,6917.5,7221.3,7768.2,8445.3,9145.3,10099.4,11143.6,12120.4,13381.4,14980.1,16310.4,18009.7,20206.1,22848.2,25067.8,27084.3,30146.6,33332.1,37819.0,42321.3,47192.8,53458.8,57866.8,63379.5,71862.6,78685.5,85846.4,92434.1,100796.7,108619.3,116149.9,121895.0,131979.0,140173.3,150942.0,162948.3,176085.7,187547.9,205702.4,219456.6,237444.9,249221.1,256188.8,265611.9,280262.0,297505.6,317584.3,332135.8,334334.5,327516.3,335268.4,358538.6,368868.1,374489.2,400696.1,425498.4,441905.5,467359.4,493575.9,512137.9
31,13000,Georgia,2,Population (persons) 1/,2903000,2910000,2924000,2935000,2950000,2964000,2955000,2978000,3037000,3091000,3120000,3119000,3186000,3215000,3245000,3161000,3089000,3251000,3271000,3259000,3325000,3458000.0,3531000.0,3584000.0,3558000.0,3602000.0,3636000.0,3701000.0,3766000.0,3804000.0,3868000.0,3956000.0,4015000.0,4086000.0,4172000.0,4258000.0,4332000.0,4379000.0,4408000.0,4482000.0,4551000.0,4605421.0,4710272.0,4807151.0,4906940.0,4994870.0,5058535.0,5126155.0,5211771.0,5286148.0,5391265.0,5486174.0,5568346.0,5649788.0,5728248.0,5834943.0,5962639.0,6084645.0,6208479.0,6316139.0,6411117.0,6512602.0,6653005.0,6817203.0,6978240.0,7157165.0,7328413.0,7501069.0,7685099.0,7863536.0,8045965.0,8227303.0,8377038.0,8508256.0,8622793.0,8769252.0,8925922.0,9155813.0,9349988.0,9504843.0,9620846.0,9711881.0,9802431.0,9901430.0,9972479.0,10067278.0,10178447.0,10301890.0,10410330.0,10511131.0,10617423.0
32,13000,Georgia,3,Per capita personal income (dollars) 2/,343,303,254,197,202,241,267,300,312,288,308,338,432,592,749,852,899,859,896,997,983,1087.0,1240.0,1322.0,1369.0,1351.0,1475.0,1552.0,1580.0,1631.0,1709.0,1749.0,1799.0,1901.0,2024.0,2148.0,2331.0,2545.0,2750.0,2986.0,3292.0,3542.0,3823.0,4203.0,4656.0,5019.0,5354.0,5881.0,6396.0,7154.0,7850.0,8602.0,9600.0,10242.0,11064.0,12316.0,13196.0,14109.0,14888.0,15959.0,16942.0,17835.0,18322.0,19360.0,20087.0,21090.0,22235.0,23475.0,24404.0,26159.0,27275.0,28861.0,29751.0,30111.0,30803.0,31960.0,33331.0,34687.0,35523.0,35175.0,34042.0,34521.0,36577.0,37254.0,37552.0,39802.0,41804.0,42896.0,44894.0,46957.0,48236.0
33,15000,Hawaii *,1,Personal income (millions of dollars),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),788.4,923.4,1017.9,1054.8,1063.6,1113.6,1167.5,1238.2,1283.1,1424.5,1615.3,1753.7,1881.0,2011.0,2187.7,2402.3,2608.3,2830.6,3183.8,3643.2,4224.9,4584.1,5047.8,5592.6,6360.7,6919.0,7465.9,8084.0,8953.9,10042.8,11483.9,12434.1,13166.2,14443.3,15472.6,16452.5,17458.1,18618.7,20477.5,22873.6,24979.1,26432.9,28434.5,29476.5,30163.7,30864.0,30894.9,31907.5,32531.1,33657.5,35682.0,37204.0,38954.8,40791.0,43977.4,47306.3,50701.1,53423.1,56059.9,55690.0,57179.1,60044.6,62455.9,63316.6,66846.1,70376.2,73048.0,76109.6,78436.1,80726.5
34,15000,Hawaii *,2,Population (persons) 1/,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),499000.0,502000.0,495000.0,499000.0,504000.0,529000.0,548000.0,573000.0,605000.0,622000.0,642000.0,659000.0,684000.0,682000.0,700000.0,704000.0,710000.0,723000.0,734000.0,743000.0,762920.0,791580.0,818104.0,841851.0,858121.0,875052.0,892335.0,915749.0,928816.0,950050.0,967710.0,978195.0,993780.0,1012717.0,1027922.0,1039698.0,1051762.0,1067917.0,1079827.0,1094588.0,1113491.0,1136754.0,1158613.0,1172838.0,1187536.0,1196854.0,1203755.0,1211640.0,1215233.0,1210300.0,1213519.0,1225948.0,1239613.0,1251154.0,1273569.0,1292729.0,1309731.0,1315675.0,1332213.0,1346717.0,1363963.0,1379329.0,1394804.0,1408243.0,1414538.0,1422052.0,1427559.0,1424393.0,1420593.0,1415872.0
35,15000,Hawaii *,3,Per capita personal income (dollars) 2/,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),1580.0,1839.0,2056.0,2114.0,2110.0,2105.0,2130.0,2161.0,2121.0,2290.0,2516.0,2661.0,2750.0,2949.0,3125.0,3412.0,3674.0,3915.0,4338.0,4903.0,5538.0,5791.0,6170.0,6643.0,7412.0,7907.0,8367.0,8828.0,9640.0,10571.0,11867.0,12711.0,13249.0,14262.0,15052.0,15824.0,16599.0,17435.0,18964.0,20897.0,22433.0,23253.0,24542.0,25133.0,25400.0,25788.0,25665.0,26334.0,26769.0,27809.0,29404.0,30347.0,31425.0,32603.0,34531.0,36594.0,38711.0,40605.0,42080.0,41352.0,41921.0,43532.0,44778.0,44961.0,47257.0,49489.0,51170.0,53433.0,55214.0,57015.0
36,16000,Idaho,1,Personal income (millions of dollars),223.2,218.2,166.3,122.9,105.8,183.8,189.4,230.7,213.5,216.2,224.6,239.4,298,442,519.1,570.5,560.6,612.4,664.4,745,739.2,797.5,902.3,993.7,950.9,967.5,1020.3,1125.5,1192.5,1215.8,1286.9,1316.1,1391.9,1487.9,1523.0,1574.8,1793.8,1817.3,1931.8,2065.1,2391.0,2647.7,2894.2,3304.3,3820.5,4497.4,4866.7,5436.2,5942.3,6829.9,7469.2,8394.9,9237.6,9699.6,10599.5,11294.3,11932.8,12177.2,12724.4,13765.7,15146.9,16352.3,17190.9,18904.8,20720.8,22179.4,23842.7,25334.9,26420.1,28573.4,30346.2,32791.1,34062.2,35180.4,36402.6,39244.7,41843.2,46161.3,49123.0,50205.4,48477.0,50196.6,53082.6,56139.8,58338.3,61827.3,65683.4,68248.4,72605.0,77992.6,82148.4
37,16000,Idaho,2,Population (persons) 1/,447000,447000,454000,459000,464000,473000,481000,495000,507000,513000,521000,522000,502000,481000,499000,514000,490000,509000,522000,551000,570000,590000.0,589000.0,587000.0,596000.0,600000.0,618000.0,628000.0,642000.0,646000.0,657000.0,671000.0,684000.0,692000.0,683000.0,680000.0,686000.0,689000.0,688000.0,695000.0,707000.0,717255.0,738749.0,763229.0,782061.0,807973.0,831981.0,856979.0,883446.0,910962.0,932636.0,947983.0,962204.0,973719.0,981866.0,990841.0,994052.0,990222.0,984997.0,985661.0,994422.0,1012384.0,1041316.0,1071685.0,1108768.0,1145140.0,1177322.0,1203083.0,1228520.0,1252330.0,1275674.0,1299430.0,1319962.0,1340372.0,1363380.0,1391802.0,1428241.0,1468669.0,1505105.0,1534320.0,1554439.0,1570746.0,1583910.0,1595324.0,1611206.0,1631112.0,1651059.0,1682380.0,1717715.0,1750536.0,1787065.0
38,16000,Idaho,3,Per capita personal income (dollars) 2/,499,488,366,268,228,389,394,466,421,421,431,459,594,919,1040,1110,1144,1203,1273,1352,1297,1352.0,1532.0,1693.0,1596.0,1612.0,1651.0,1792.0,1857.0,1882.0,1959.0,1961.0,2035.0,2150.0,2230.0,2316.0,2615.0,2638.0,2808.0,2971.0,3382.0,3691.0,3918.0,4329.0,4885.0,5566.0,5850.0,6343.0,6726.0,7497.0,8009.0,8856.0,9600.0,9961.0,10795.0,11399.0,12004.0,12297.0,12918.0,13966.0,15232.0,16152.0,16509.0,17640.0,18688.0,19368.0,20252.0,21058.0,21506.0,22816.0,23788.0,25235.0,25805.0,26247.0,26700.0,28197.0,29297.0,31431.0,32638.0,32722.0,31186.0,31957.0,33514.0,35190.0,36208.0,37905.0,39783.0,40567.0,42268.0,44554.0,45968.0
39,17000,Illinois,1,Personal income (millions of dollars),7229.8,6190.9,5171.8,3783,3422.7,3949.2,4494.9,5127.6,5764.7,5130.7,5599,5990.9,7200.9,8445.1,9923.5,10842.5,11327.7,12653.1,13776.2,15540.3,14654.6,16097.0,17938.6,18859.6,20149.7,20293.0,21584.8,23564.1,24576.0,24822.7,26350.3,27209.6,28282.1,29885.2,31095.6,33241.2,36068.1,39098.5,41606.1,44581.8,48484.5,51524.3,55317.4,60029.9,66967.7,73216.4,79866.3,86832.3,95459.7,105341.7,115569.5,125211.0,138877.0,147011.7,153020.0,168717.1,177209.8,186405.5,197183.0,212642.7,226917.2,240801.3,245871.9,265737.0,275362.6,290054.7,307809.3,327552.9,346339.1,367350.2,383422.7,412423.1,427473.3,432412.0,439954.7,457435.4,476560.1,508470.3,538060.1,551531.0,525210.7,540492.6,567967.5,593239.1,607671.4,637280.0,665490.1,672019.9,693273.7,727064.1,744640.7
40,17000,Illinois,2,Population (persons) 1/,7606000,7644000,7687000,7736000,7768000,7772000,7797000,7840000,7857000,7866000,7890000,7905000,7995000,8054000,7765000,7718000,7612000,8164000,8344000,8552000,8670000,8738000.0,8790000.0,8956000.0,9065000.0,9252000.0,9435000.0,9530000.0,9668000.0,9886000.0,9986000.0,10086000.0,10130000.0,10280000.0,10402000.0,10580000.0,10693000.0,10836000.0,10947000.0,10995000.0,11039000.0,11124681.0,11205816.0,11258111.0,11260248.0,11273745.0,11306351.0,11360274.0,11406312.0,11434421.0,11422782.0,11434702.0,11443461.0,11423413.0,11408817.0,11412128.0,11399803.0,11387256.0,11391176.0,11390186.0,11409782.0,11453316.0,11568964.0,11694184.0,11809579.0,11912585.0,12008437.0,12101997.0,12185715.0,12271847.0,12359020.0,12434161.0,12488445.0,12525556.0,12556006.0,12589773.0,12609903.0,12643955.0,12695866.0,12747038.0,12796778.0,12840503.0,12867454.0,12882510.0,12895129.0,12884493.0,12858913.0,12820527.0,12778828.0,12723071.0,12671821.0
41,17000,Illinois,3,Per capita personal income (dollars) 2/,951,810,673,489,441,508,576,654,734,652,710,758,901,1049,1278,1405,1488,1550,1651,1817,1690,1842.0,2041.0,2106.0,2223.0,2193.0,2288.0,2473.0,2542.0,2511.0,2639.0,2698.0,2792.0,2907.0,2989.0,3142.0,3373.0,3608.0,3801.0,4055.0,4392.0,4632.0,4936.0,5332.0,5947.0,6494.0,7064.0,7644.0,8369.0,9213.0,10117.0,10950.0,12136.0,12869.0,13412.0,14784.0,15545.0,16370.0,17310.0,18669.0,19888.0,21025.0,21253.0,22724.0,23317.0,24349.0,25633.0,27066.0,28422.0,29934.0,31024.0,33169.0,34230.0,34522.0,35039.0,36334.0,37793.0,40214.0,42381.0,43267.0,41042.0,42093.0,44140.0,46050.0,47124.0,49461.0,51753.0,52417.0,54252.0,57145.0,58764.0
42,18000,Indiana,1,Personal income (millions of dollars),1950.4,1660.6,1415.9,1012,971,1186.3,1397.6,1610.8,1842.5,1598.2,1764.1,1896.5,2527.6,3229.8,3961.4,4151.9,4329.2,4485.2,4972.3,5615.7,5372.2,6049.3,7042.7,7409.1,8162.9,7716.8,8323.8,8965.1,9265.6,9272.1,9874.6,10390.3,10707.1,11464.2,12042.8,12816.9,14162.1,15287.6,16017.2,17412.5,19238.3,20028.7,21793.7,23846.5,27368.4,29274.3,31607.5,35131.6,38900.9,43398.4,47805.7,51418.7,56407.0,58429.3,61276.5,68009.3,71812.8,75637.2,80257.5,85926.1,93580.9,98748.8,101775.1,110147.9,116112.4,123384.2,129005.6,136363.5,143496.3,154850.9,161356.5,171989.7,175850.8,178418.2,182652.3,191298.3,197696.8,209427.5,216814.3,226332.7,220274.8,230109.2,245346.4,257149.5,260424.4,270985.7,281848.5,289731.4,301238.3,316836.5,327712.5
43,18000,Indiana,2,Population (persons) 1/,3226000,3242000,3257000,3281000,3304000,3319000,3332000,3348000,3374000,3386000,3403000,3433000,3481000,3516000,3444000,3435000,3423000,3703000,3779000,3877000,3958000,3967000.0,4096000.0,4148000.0,4182000.0,4264000.0,4363000.0,4458000.0,4529000.0,4583000.0,4613000.0,4674000.0,4730000.0,4736000.0,4799000.0,4856000.0,4922000.0,4999000.0,5053000.0,5093000.0,5143000.0,5203700.0,5249921.0,5296129.0,5329122.0,5349886.0,5351080.0,5371552.0,5405075.0,5446403.0,5474909.0,5490721.0,5480440.0,5467918.0,5450396.0,5458322.0,5459214.0,5454103.0,5473023.0,5491733.0,5523679.0,5557798.0,5616388.0,5674547.0,5739019.0,5793526.0,5851459.0,5906013.0,5955267.0,5998880.0,6044969.0,6091866.0,6127760.0,6155967.0,6196638.0,6233007.0,6278616.0,6332669.0,6379599.0,6424806.0,6459325.0,6490432.0,6516528.0,6537703.0,6568713.0,6593644.0,6608422.0,6634304.0,6658078.0,6695497.0,6732219.0
44,18000,Indiana,3,Per capita personal income (dollars) 2/,605,512,435,308,294,357,419,481,546,472,518,552,726,919,1150,1209,1265,1211,1316,1448,1357,1525.0,1719.0,1786.0,1952.0,1810.0,1908.0,2011.0,2046.0,2023.0,2141.0,2223.0,2264.0,2421.0,2509.0,2639.0,2877.0,3058.0,3170.0,3419.0,3741.0,3849.0,4151.0,4503.0,5136.0,5472.0,5907.0,6540.0,7197.0,7968.0,8732.0,9365.0,10292.0,10686.0,11243.0,12460.0,13154.0,13868.0,14664.0,15646.0,16942.0,17768.0,18121.0,19411.0,20232.0,21297.0,22047.0,23089.0,24096.0,25813.0,26693.0,28233.0,28697.0,28983.0,29476.0,30691.0,31487.0,33071.0,33986.0,35228.0,34102.0,35454.0,37650.0,39333.0,39646.0,41098.0,42650.0,43672.0,45244.0,47321.0,48678.0
45,19000,Iowa,1,Personal income (millions of dollars),1404,1239.1,983.4,728.9,629.6,680.8,1054.6,981.2,1282.6,1124,1180.3,1253.6,1502.5,2022.5,2387.3,2303.5,2521.5,3053.2,3039.2,4122.7,3510.7,4039.1,4311.3,4576.2,4406.3,4765.6,4542.5,4821.0,5347.6,5463.3,5602.3,5745.1,6083.8,6344.5,6744.2,7059.4,7818.4,8513.1,8671.5,9347.1,10374.0,11095.0,11641.6,13040.1,15654.8,16225.0,18133.7,19280.3,21275.3,24537.2,26298.4,27993.7,31681.0,32544.4,33149.5,36944.1,38216.3,39480.3,41377.4,42759.8,46555.0,49023.1,50144.7,53791.9,54052.6,58946.2,61328.6,66840.9,69956.1,73327.4,75330.9,80442.4,82725.1,84646.8,86452.0,93511.3,96563.6,102580.1,109889.6,116255.8,112628.0,116247.4,125560.5,131984.2,134463.5,139303.3,144493.6,145756.4,149732.3,157980.9,163638.6
46,19000,Iowa,2,Population (persons) 1/,2460000,2475000,2482000,2489000,2495000,2510000,2524000,2509000,2498000,2494000,2520000,2537000,2491000,2441000,2332000,2294000,2301000,2467000,2509000,2543000,2578000,2625000.0,2617000.0,2626000.0,2629000.0,2626000.0,2679000.0,2703000.0,2716000.0,2708000.0,2729000.0,2756000.0,2756000.0,2750000.0,2747000.0,2746000.0,2742000.0,2762000.0,2793000.0,2803000.0,2805000.0,2828534.0,2851828.0,2860506.0,2864031.0,2867941.0,2881425.0,2903770.0,2914308.0,2919008.0,2916803.0,2914018.0,2907985.0,2888190.0,2870547.0,2858615.0,2829684.0,2791969.0,2767006.0,2768393.0,2770590.0,2781018.0,2797613.0,2818401.0,2836972.0,2850746.0,2867373.0,2880000.0,2891119.0,2902872.0,2917634.0,2929067.0,2931997.0,2934234.0,2941999.0,2953635.0,2964454.0,2982644.0,2999212.0,3016734.0,3032870.0,3050745.0,3066336.0,3076190.0,3092997.0,3109350.0,3120960.0,3131371.0,3141550.0,3148618.0,3155070.0
47,19000,Iowa,3,Per capita personal income (dollars) 2/,571,501,396,293,252,271,418,391,513,451,468,494,603,829,1024,1004,1096,1238,1211,1621,1362,1539.0,1647.0,1743.0,1676.0,1815.0,1696.0,1784.0,1969.0,2017.0,2053.0,2085.0,2207.0,2307.0,2455.0,2571.0,2851.0,3082.0,3105.0,3335.0,3698.0,3923.0,4082.0,4559.0,5466.0,5657.0,6293.0,6640.0,7300.0,8406.0,9016.0,9607.0,10894.0,11268.0,11548.0,12924.0,13505.0,14141.0,14954.0,15446.0,16803.0,17628.0,17924.0,19086.0,19053.0,20677.0,21388.0,23209.0,24197.0,25260.0,25819.0,27463.0,28215.0,28848.0,29385.0,31660.0,32574.0,34392.0,36640.0,38537.0,37136.0,38105.0,40948.0,42905.0,43474.0,44801.0,46298.0,46547.0,47662.0,50175.0,51865.0
48,20000,Kansas,1,Personal income (millions of dollars),982.6,866.3,741.6,502.8,470.6,537.6,674.3,722.6,792.9,705.8,697.1,759.8,983.1,1521.8,1913.6,2083.8,2027.5,2058.7,2413.5,2554.7,2530.1,2838.3,3162.4,3684.6,3547.6,3755.2,3768.4,3964.2,4184.7,4593.4,4642.2,4827.1,5039.4,5244.0,5364.4,5649.7,6024.0,6452.3,6755.7,7360.3,8194.8,8892.7,9654.2,10763.3,12266.3,13262.0,14487.6,15746.2,17182.1,19014.3,21715.0,23869.2,27049.2,29326.8,30539.5,33517.6,35255.4,36958.6,38647.9,40703.6,43110.2,45751.2,47309.6,50940.2,53311.9,55736.3,58129.3,61934.2,65771.1,69809.1,72144.4,76079.4,78574.4,79239.8,81485.8,83847.1,88707.3,97937.9,105257.1,114543.3,110724.2,113077.3,122562.0,130182.0,132978.6,135975.9,137721.2,137945.1,142185.7,149239.0,155647.6
